client num,txn per client,rd rate,key num,distribution,op per txn,tc,dbcop,datalog,monosat,polysi,viper
25,100,0.5,10000,uniform,20,8.023,62.677,600.133,15.303,26.993,39.987
25,200,0.5,10000,uniform,20,16.597,590.69,600.043,49.283,94.7,600.063
25,300,0.5,10000,uniform,20,40.057,600.107,600.06,218.387,473.41,600.18
25,400,0.5,10000,uniform,20,66.433,600.173,600.043,308.947,601.01,600.24
25,500,0.5,10000,uniform,20,62.593,600.25,600.047,437.497,601,600.347
